,juso,lat,lon,x,y
66,서울특별시 은평구 수색로 275-5,37.5826662,126.89361650000001,190603.37066859094,553684.3849874121
67,서울특별시 은평구 수색로 275-7,37.5825715,126.89331899999999,190577.08117967006,553673.9041622159
68,서울특별시 은평구 수색로 275-9,37.5826367,126.893258,190571.70139282238,553681.1467421331
69,서울특별시 은평구 수색로 275-10,37.5827532,126.89337520000001,190582.06810374104,553694.0651631529
70,서울특별시 은평구 수색로 275-11,37.5827206,126.89316740000001,190563.70947079643,553690.4677861562
71,서울특별시 은평구 수색로 275-13,37.5826636,126.8931422,190561.47641294377,553684.1439649941
72,서울특별시 은평구 수색로 275-14,37.582815100000005,126.8932497,190570.99077093444,553700.9479495124
73,서울특별시 은평구 수색로 275-15,37.5827269,126.8930676,190554.89514775728,553691.1770440403
74,서울특별시 은평구 수색로 275-16,37.5828631,126.89318109999999,190564.9375461442,553706.282292254
75,서울특별시 은평구 수색로 276,37.583231500000004,126.8939387,190631.9007574773,553747.0946911024
76,서울특별시 은평구 수색로 276-1,37.58320429999999,126.89401950000001,190639.03419275186,553744.0677451234
77,서울특별시 은평구 수색로 276-3,37.5831826,126.89410020000001,190646.15948863234,553741.6512528526
78,서울특별시 은평구 수색로 276-5,37.5831627,126.8941956,190654.58342532231,553739.4330838079
79,서울특별시 은평구 수색로 276-7,37.583238,126.8942432,190658.79721450876,553747.7857951338
80,서울특별시 은평구 수색로 276-8,37.583248499999996,126.894405,190673.08987077945,553748.9350993678
81,서울특별시 은평구 수색로 277,37.5828836,126.89354309999999,190596.91474350702,553708.5212634931
82,서울특별시 은평구 수색로 277-1,37.5829377,126.8934517,190588.84840636273,553714.5349020091
83,서울특별시 은평구 수색로 279,37.5829692,126.8933561,190580.40825777975,553718.0406260844
84,서울특별시 은평구 수색로 279-1,37.5830581,126.8933152,190576.80686630937,553727.9116190068
85,서울특별시 은평구 수색로 279-3,37.583,126.89327079999998,190572.8778014355,553721.4676330518
86,서울특별시 은평구 수색로 279-8,37.58308579999999,126.89309850000001,190557.66980720285,553731.007763831
87,서울특별시 은평구 수색로 279-20,37.5831109,126.89251170000001,190505.84246821047,553733.8527221495
88,서울특별시 은평구 수색로 279-22,37.5830929,126.89261270000002,190514.76125030103,553731.8447236123
89,서울특별시 은평구 수색로 279-24,37.5830302,126.89255590000002,190509.73629438627,553724.8914717322
90,서울특별시 은평구 수색로 279-26,37.5829628,126.89267009999999,190519.8147457967,553717.3993059003
91,서울특별시 은평구 수색로 279-28,37.5830464,126.892747,190526.61772858066,553726.6701994677
92,서울특별시 은평구 수색로 279-30,37.582992100000006,126.89290749999999,190540.78741561234,553720.6273423837
93,서울특별시 은평구 수색로 279-32,37.5828926,126.8930606,190554.2977882605,553709.5685666861
94,서울특별시 은평구 수색로 279-36,37.5828381,126.89301280000001,190550.06883807862,553703.5244926661
95,서울특별시 은평구 수색로 279-38,37.582787200000006,126.8929648,190545.82267144113,553697.8800001016
96,서울특별시 은평구 수색로 280,37.5834154,126.89366090000001,190607.38655457913,553767.5332444569
97,서울특별시 은평구 수색로 281,37.5830612,126.89317140000001,190564.10577078036,553728.2701180686
98,서울특별시 은평구 수색로 281-1,37.58308579999999,126.89309850000001,190557.66980720285,553731.007763831
99,서울특별시 은평구 수색로 281-2,37.5831175,126.8930256,190551.23474520785,553734.5334340449
100,서울특별시 은평구 수색로 282,37.583554799999995,126.8933463,190579.61643851164,553783.0365653757
101,서울특별시 은평구 수색로 283,37.5831566,126.89296499999999,190545.88705073754,553738.8791873846
102,서울특별시 은평구 수색로 283-1,37.583169399999996,126.8928845,190538.77832054175,553740.3079466368
103,서울특별시 은평구 수색로 285,37.5832471,126.89272140000001,190524.38198366098,553748.9482041956
104,서울특별시 은평구 수색로 287,37.583333,126.8924676,190501.97544764826,553758.5077604115
105,서울특별시 은평구 수색로 287-1,37.583147600000004,126.8923957,190495.60115731673,553737.9377356252
106,서울특별시 은평구 수색로 287-3,37.5832018,126.89230659999998,190487.73808744305,553743.9623390647
107,서울특별시 은평구 수색로 287-5,37.583274700000004,126.8922058,190478.84398214833,553752.0636236782
108,서울특별시 은평구 수색로 289,37.5833335,126.89232949999999,190489.77753566523,553758.5772265553
109,서울특별시 은평구 수색로 291,37.5835268,126.89218970000002,190477.45402577656,553780.0454965351
110,서울특별시 은평구 수색로 293,37.583619,126.89183390000001,190446.03909988143,553790.3147775811
111,서울특별시 은평구 수색로 295,37.5836501,126.8916919,190433.50067612765,553793.7809763236
112,서울특별시 은평구 수색로 295-1,37.5837073,126.8916435,190429.23298436365,553800.1344579376
113,서울특별시 은평구 수색로 297,37.5836934,126.8915939,190424.85020068815,553798.596769995
114,서울특별시 은평구 수색로 299,37.583926899999994,126.8911308,190383.97614182043,553824.5599279016
115,서울특별시 은평구 수색로 300,37.5842038,126.89155120000001,190421.14404911842,553855.2497403772
116,서울특별시 은평구 수색로 301,37.5839951,126.89100630000002,190372.98828482424,553832.1421068902
117,서울특별시 은평구 수색로 303,37.5840603,126.89084799999999,190359.01463339236,553839.3948029036
118,서울특별시 은평구 수색로 305,37.5841124,126.8907374,190349.2524743496,553845.1886694515
119,서울특별시 은평구 수색로 307,37.5841725,126.89060970000001,190337.9809858657,553851.8722156377
120,서울특별시 은평구 수색로 320,37.5851655,126.88985790000001,190271.7066232817,553962.1615717688
121,서울특별시 은평구 수색로 326,37.585612,126.88923419999999,190216.67678116402,554011.7828007456
122,서울특별시 은평구 수색로 328,37.585753600000004,126.8890645,190201.70668524524,554027.5164890451
123,서울특별시 은평구 수색로 330,37.58590039999999,126.8890567,190201.036999187,554043.8104449845
124,서울특별시 은평구 수색로 332,37.5859818,126.8887996,190178.33957030292,554052.8717768155
125,서울특별시 은평구 수색로 336,37.586245700000006,126.8884956,190151.5238440575,554082.1935275168
126,서울특별시 은평구 수색로 336-1,37.5862444,126.8886507,190165.2226763744,554082.032992142
127,서울특별시 은평구 수색로 336-3,37.58615770000001,126.8888207,190180.22631355133,554072.3924853938
128,서울특별시 은평구 수색로 340,37.5864412,126.8883014,190134.39718644207,554103.9122004327
129,서울특별시 은평구 수색로 340-1,37.58647070000001,126.8884708,190149.3630668348,554107.1685895806
130,서울특별시 은평구 수색로 340-3,37.5864688,126.8886565,190165.76447558042,554106.9382532642
131,서울특별시 은평구 수색로 340-4,37.5862564,126.8887729,190176.0174077581,554083.3520696034
132,서울특별시 은평구 수색로 340-5,37.586509899999996,126.88880759999999,190179.11554410108,554111.4840812621
133,서울특별시 은평구 수색로 340-6,37.5862554,126.88886229999999,190183.91341262293,554083.2317348719
134,서울특별시 은평구 수색로 342,37.5865365,126.88808929999999,190115.67638352208,554114.5117229624
135,서울특별시 은평구 수색로 342-1,37.5866269,126.8880325,190110.6715774222,554124.5510819112
136,서울특별시 은평구 수색로 344,37.5867731,126.8878639,190095.79965118918,554140.79539716
137,서울특별시 은평구 수색로 345,37.5855212,126.8884905,190150.97793772077,554001.7827422661
138,서울특별시 은평구 수색로 346,37.5869331,126.8878196,190091.90814747245,554158.5582655555
139,서울특별시 은평구 수색로 346-2,37.586993,126.88777569999999,190088.03871621442,554165.2111220143
140,서울특별시 은평구 수색로 346-4,37.5870326,126.88795970000001,190104.29535407695,554169.5868756495
141,서울특별시 은평구 수색로 346-6,37.5871641,126.8879543,190103.83582060886,554184.1824629139
142,서울특별시 은평구 수색로 346-8,37.587121,126.88778059999999,190088.48847023238,554179.4171626931
143,서울특별시 은평구 수색로 346-9,37.5872612,126.8876449,190076.5216991007,554194.9921106996
144,서울특별시 은평구 수색로 346-10,37.587226,126.88783229999999,190093.06866745054,554191.0655258045
145,서울특별시 은평구 수색로 350,37.5871071,126.8875419,190067.4040066127,554177.8996331024
146,서울특별시 은평구 수색로 350-3,37.5873619,126.8873377,190049.40243699242,554206.2011751326
147,서울특별시 은평구 수색로 350-4,37.587325299999996,126.8875658,190069.5439062884,554202.1148482104
148,서울특별시 은평구 수색로 350-5,37.587453499999995,126.8873952,190054.4931606331,554216.3616539856
149,서울특별시 은평구 수색로 350-7,37.5874742,126.8874889,190062.77170806206,554218.6492040629
150,서울특별시 은평구 수색로 350-8,37.5875191,126.88775659999999,190086.42152471392,554223.6043116609
151,서울특별시 은평구 수색로 350-9,37.5875251,126.88753229999999,190066.6116571157,554224.2939404782
152,서울특별시 은평구 수색로 350-14,37.58759310000001,126.8879672,190105.0319716626,554231.7952725686
153,서울특별시 은평구 수색로 350-16,37.587661600000004,126.8878688,190096.35015359617,554239.408371706
154,서울특별시 은평구 수색로 350-19,37.587618,126.8871652,190034.20097327256,554234.6436793294
155,서울특별시 은평구 수색로 350-20,37.5871071,126.8875419,190067.4040066127,554177.8996331024
156,서울특별시 은평구 수색로 350-21,37.587618,126.8871652,190034.20097327256,554234.6436793294
157,서울특별시 은평구 수색로 350-29,37.5877699,126.8873146,190047.41651480226,554251.4870293072
158,서울특별시 은평구 수색로 350-31,37.58789829999999,126.88736709999999,190052.0705020663,554265.7324230484
159,서울특별시 은평구 수색로 350-33,37.5878045,126.8876425,190076.38185399692,554255.2925474105
160,서울특별시 은평구 수색로 350-35,37.5876265,126.8875919,190071.8891266239,554235.5418978261
161,서울특별시 은평구 수색로 350-37,37.5877192,126.88767659999998,190079.38230772328,554245.8216053618
162,서울특별시 은평구 수색로 350-39,37.587731899999994,126.8877794,190088.463487517,554247.2203100803
163,서울특별시 은평구 수색로 350-41,37.5878045,126.8876425,190076.38185399692,554255.2925474105
164,서울특별시 은평구 수색로 350-43,37.5878045,126.8876425,190076.38185399692,554255.2925474105
165,서울특별시 은평구 수색로 360,37.588001500000004,126.8869341,190013.840979442,554277.2324079305
166,서울특별시 은평구 수색로 368,37.5882716,126.88624399999999,189952.9265413848,554307.2840617935
167,서울특별시 은평구 수색로 368-8,37.5883119,126.8870824,190026.9804891791,554311.6675609895
168,서울특별시 은평구 수색로 370,37.5887094,126.8860416,189935.10926395634,554355.8966099984
169,서울특별시 은평구 수색로 374,37.588761299999994,126.885717,189906.4473490124,554361.6917587366
170,서울특별시 은평구 수색로 380,37.589099700000006,126.88520120000001,189860.93742866634,554399.30591121
171,서울특별시 은평구 수색로 380-12,37.589004700000004,126.886113,189941.4551063661,554388.663944715
172,서울특별시 은평구 수색로 380-14,37.589036799999995,126.88598799999998,189930.41937766856,554392.2400775279
173,서울특별시 은평구 수색로 380-18,37.58897929999999,126.88562649999999,189898.4837864463,554385.8970392072
174,서울특별시 은평구 수색로 380-20,37.589087899999996,126.88557959999999,189894.3562400787,554397.9554646928
175,서울특별시 은평구 수색로 380-22,37.58906760000001,126.8857203,189906.78016894695,554395.6872641521
176,서울특별시 은평구 수색로 380-24,37.5891791,126.88559860000001,189896.04665478392,554408.0755968166
177,서울특별시 은평구 수색로 380-26,37.5892197,126.88560030000001,189896.20228742037,554412.5815582012
178,서울특별시 은평구 수색로 380-28,37.5892834,126.88567069999999,189902.428633129,554419.6439726374
179,서울특별시 은평구 수색로 380-30,37.5893545,126.8856628,189901.74051035795,554427.5361239851
180,서울특별시 은평구 수색로 380-32,37.5894422,126.885691,189904.24298055522,554437.2668084138
181,서울특별시 은평구 수색로 380-34,37.5895169,126.88577930000001,189912.05171064482,554445.548183045
182,서울특별시 은평구 수색로 380-36,37.5895169,126.88577930000001,189912.05171064482,554445.548183045
183,서울특별시 은평구 수색로 384,37.5894501,126.88471709999999,189818.2292969346,554438.2487449549
184,서울특별시 은평구 수색로 386,37.589515399999996,126.88456780000001,189805.05204269267,554445.5125070172
185,서울특별시 은평구 수색로 388,37.5895954,126.884553,189803.7558227038,554454.3932161235
186,서울특별시 은평구 수색로 388-4,37.5896551,126.8846744,189814.48597335946,554461.0060748862
187,서울특별시 은평구 수색로 388-6,37.589730100000004,126.8847876,189824.49396922378,554469.3179642851
188,서울특별시 은평구 수색로 388-7,37.589833399999996,126.8846638,189813.57408498047,554480.7965249466
189,서울특별시 은평구 수색로 388-10,37.589845600000004,126.8849025,189834.6575963636,554482.1247277219
190,서울특별시 은평구 수색로 388-11,37.5900047,126.8848662,189831.47324626858,554499.7869733156
191,서울특별시 은평구 수색로 388-12,37.5899287,126.8850236,189845.36436985934,554491.3347967017
192,서울특별시 은평구 수색로 388-13,37.5900772,126.8849976,189843.08824734422,554507.8194433372
193,서울특별시 은평구 수색로 388-14,37.59000820000001,126.885139,189855.5672113186,554500.1459355457
194,서울특별시 은평구 수색로 388-18,37.5899541,126.8853244,189871.93426757914,554494.1214342009
195,서울특별시 은평구 수색로 388-20,37.59053370000001,126.8849659,189840.35058291446,554558.4892572397
196,서울특별시 은평구 수색로 390,37.5896917,126.88434550000001,189785.4426395807,554465.1039814287
197,서울특별시 은평구 수색로 390-3,37.5897813,126.88438719999999,189789.13780814648,554475.0440426026
198,서울특별시 은평구 수색로 390-4,37.58975170000001,126.88459590000001,189807.56605326055,554471.7361070364
199,서울특별시 은평구 수색로 390-5,37.589893700000005,126.88446699999999,189796.2010498403,554487.5105102292
200,서울특별시 은평구 수색로 390-7,37.589997499999996,126.884479,189797.27505169596,554499.0298430582
201,서울특별시 은평구 수색로 390-9,37.5901036,126.8845511,189803.65734419247,554510.7979244703
202,서울특별시 은평구 수색로 390-11,37.590190299999996,126.8845747,189805.7535009554,554520.4180911919
203,서울특별시 은평구 수색로 390-12,37.590216600000005,126.884786,189824.41889170848,554523.3141840309
204,서울특별시 은평구 수색로 390-13,37.590395,126.88459650000001,189807.7067703298,554543.1351319668
205,서울특별시 은평구 수색로 390-14,37.5902827,126.88482009999998,189827.439565901,554530.6468496788
206,서울특별시 은평구 수색로 390-16,37.5902524,126.885423,189880.68293817327,554527.2187633921
207,서울특별시 은평구 수색로 390-17,37.590502799999996,126.88474550000001,189820.88095072398,554555.0835662597
208,서울특별시 은평구 수색로 390-18,37.5904286,126.8849051,189834.9665167759,554546.8309127226
209,서울특별시 은평구 수색로 390-19,37.5905503,126.8848195,189827.4229963187,554560.3475171304
210,서울특별시 은평구 수색로 390-21,37.5906437,126.8848827,189833.01743716488,554570.7070282106
211,서울특별시 은평구 수색로 390-23,37.5906787,126.8849558,189839.47827684888,554574.583726054
212,서울특별시 은평구 수색로 390-25,37.5907466,126.8849989,189843.29402919215,554582.1152042756
213,서울특별시 은평구 수색로 390-26,37.5906515,126.88551670000001,189889.01241480687,554571.5043019814
214,서울특별시 은평구 수색로 390-27,37.5908295,126.88509170000002,189851.50123031714,554591.3061451904
215,서울특별시 은평구 수색로 390-28,37.5908034,126.8853797,189876.93335699427,554588.3782581063
216,서울특별시 은평구 수색로 390-29,37.5909848,126.8852196,189862.81820102537,554608.528895125
217,서울특별시 은평구 수색로 390-30,37.590879799999996,126.88545659999998,189883.7353753456,554596.8495174729
218,서울특별시 은평구 수색로 390-31,37.5910538,126.8852797,189868.1354718936,554616.1806381112
219,서울특별시 은평구 수색로 392,37.5898578,126.8842875,189780.34281305945,554483.5455280156
220,서울특별시 은평구 수색로 392-1,37.5899814,126.8843004,189781.49903180043,554497.2623389122
221,서울특별시 은평구 수색로 394,37.5900238,126.88411740000001,189765.3424108154,554501.9881884787
222,서울특별시 은평구 수색로 402,37.590594200000005,126.883271,189690.66769812032,554565.3887635237
223,서울특별시 은평구 수색로 408,37.5910029,126.8831336,189678.58917030029,554610.7649791769
224,서울특별시 은평구 은평터널로 3,37.5825708,126.8956445,190782.48790484125,553673.5957519658
225,서울특별시 은평구 은평터널로 5,37.5913495,126.90382220000001,191505.80555652222,554647.1614424041
226,서울특별시 은평구 은평터널로 6,37.5824813,126.89599799999999,190813.70086279997,553663.6276424369
227,서울특별시 은평구 은평터널로 7,37.5924555,126.90324170000001,191454.663625431,554769.9677229681
228,서울특별시 은평구 은평터널로 8,37.582527899999995,126.8960675,190819.84538963583,553668.7929190993
229,서울특별시 은평구 은평터널로 8-6,37.5824476,126.8961479,190826.9371139893,553659.8726777008
230,서울특별시 은평구 은평터널로 28,37.583998,126.8977633,190969.8097046482,553831.792971681
231,서울특별시 은평구 은평터널로 30,37.584064899999994,126.8978801,190980.13429207128,553839.2068920664
232,서울특별시 은평구 은평터널로 32,37.5841316,126.897981,190989.05445075114,553846.6001526827
233,서울특별시 은평구 은평터널로 34,37.584224600000006,126.898103,190999.8414404489,553856.9104031612
234,서울특별시 은평구 은평터널로 34-2,37.5842178,126.89823899999999,191011.8529676711,553856.1426588919
235,서울특별시 은평구 은평터널로 34-4,37.584174100000006,126.89838119999999,191024.40768845135,553851.2788577464
236,서울특별시 은평구 은평터널로 34-6,37.5841726,126.89851589999999,191036.30503751434,553851.0995130519
237,서울특별시 은평구 은평터널로 34-8,37.5838557,126.8984402,191029.58072416554,553815.9344311765
238,서울특별시 은평구 은평터널로 34-10,37.5842626,126.8985055,191035.39723823598,553861.0894856609
239,서울특별시 은평구 은평터널로 34-12,37.5843465,126.8986051,191044.20456086576,553870.3919348796
240,서울특별시 은평구 은평터널로 34-13,37.584413299999994,126.898723,191054.62618011172,553877.7947444506
241,서울특별시 은평구 은평터널로 34-15,37.584368299999994,126.89881869999999,191063.07358353454,553872.7911453894
242,서울특별시 은평구 은평터널로 34-16,37.584244399999996,126.8987742,191059.12826295907,553859.0438836488
243,서울특별시 은평구 은평터널로 34-18,37.58423270000001,126.8989713,191076.53592901258,553857.7265749373
244,서울특별시 은평구 은평터널로 34-19,37.5843321,126.8991873,191095.62619635693,553868.7383522177
245,서울특별시 은평구 은평터널로 34-20,37.5842342,126.89922040000002,191098.53812777883,553857.8694244758
246,서울특별시 은평구 은평터널로 36,37.584349700000004,126.89837859999999,191024.19912410798,553870.768716561
247,서울특별시 은평구 은평터널로 38,37.584479200000004,126.89844120000001,191029.74386551068,553885.1357700636
248,서울특별시 은평구 은평터널로 38-2,37.5845059,126.89859820000001,191043.61420924426,553888.0841871306
249,서울특별시 은평구 은평터널로 38-4,37.5845476,126.8987267,191054.9690554267,553892.700170964
250,서울특별시 은평구 은평터널로 38-6,37.58464779999999,126.8988384,191064.84701043635,553903.8106057369
251,서울특별시 은평구 은평터널로 40,37.584626799999995,126.89861450000001,191045.06840105122,553901.5011639828
252,서울특별시 은평구 은평터널로 40-1,37.584692700000005,126.8987291,191055.19839868826,553908.8043993321
253,서울특별시 은평구 은평터널로 42,37.584784,126.89885679999999,191066.48847701453,553918.9255136426
254,서울특별시 은평구 은평터널로 44,37.5848421,126.89899969999999,191079.1171104114,553925.3603756361
255,서울특별시 은평구 은평터널로 46,37.584906200000006,126.899206,191097.3462605713,553932.4551785056
256,서울특별시 은평구 은평터널로 48,37.585009899999996,126.89930859999998,191106.4207691875,553943.9549861196
257,서울특별시 은평구 은평터널로 50,37.5851724,126.8993492,191110.02609444322,553961.9868042647
258,서울특별시 은평구 은평터널로 50-1,37.5851344,126.89943020000001,191117.17589951947,553957.7615716204
259,서울특별시 은평구 은평터널로 50-5,37.5850369,126.89959579999999,191131.79095122218,553946.9245283764
260,서울특별시 은평구 은평터널로 50-6,37.585029399999996,126.89947360000001,191120.9967327167,553946.1036566886
261,서울특별시 은평구 은평터널로 50-7,37.5849246,126.89963590000002,191135.31947108987,553934.456714454
262,서울특별시 은평구 은평터널로 50-9,37.5849282,126.8995374,191126.61986259947,553934.865573537
263,서울특별시 은평구 은평터널로 50-11,37.5847698,126.8994605,191119.8088360073,553917.2922334836
264,서울특별시 은평구 은평터널로 50-13,37.584796999999995,126.8993865,191113.27598839745,553920.3181235576
265,서울특별시 은평구 은평터널로 50-15,37.584249799999995,126.8993481,191109.81921984165,553859.588754735
266,서울특별시 은평구 은평터널로 50-17,37.584676200000004,126.89937240000002,191112.01623815406,553906.9120252812
267,서울특별시 은평구 은평터널로 50-18,37.584723600000004,126.8990513,191083.66056387027,553912.2033181791
268,서울특별시 은평구 은평터널로 50-19,37.5846815,126.899173,191094.40475879307,553907.519150344
269,서울특별시 은평구 은평터널로 50-20,37.5846386,126.8990152,191080.46187247057,553902.772707778
270,서울특별시 은평구 은평터널로 50-21,37.5845776,126.8993308,191108.3301684214,553895.9724786889
271,서울특별시 은평구 은평터널로 50-23,37.5844865,126.89913059999999,191090.6365167944,553885.8803792126
272,서울특별시 은평구 은평터널로 50-24,37.5845672,126.89889170000001,191069.5451344774,553894.8598500318
273,서울특별시 은평구 은평터널로 50-26,37.5844536,126.89889,191069.3814099256,553882.251698296
274,서울특별시 은평구 은평터널로 50-27,37.5844681,126.899277,191103.56521755713,553883.8243127
275,서울특별시 은평구 은평터널로 50-29,37.5844382,126.89935890000001,191110.79554326582,553880.4979981874
276,서울특별시 은평구 은평터널로 50-31,37.584249799999995,126.8993481,191109.81921984165,553859.588754735
277,서울특별시 은평구 은평터널로 50-35,37.584306,126.8992873,191104.4556843401,553865.8320736847
278,서울특별시 은평구 은평터널로 50-39,37.5843834,126.89899059999999,191078.25860685334,553874.4507343206
279,서울특별시 은평구 은평터널로 51,37.5855516,126.8994297,191117.1813116508,554004.0660999876
280,서울특별시 은평구 은평터널로 60,37.5853446,126.90022979999999,191187.82533901226,553981.0160824633
281,서울특별시 은평구 은평터널로 62,37.5859708,126.90052069999999,191213.5926086134,554050.4899530914
282,서울특별시 은평구 은평터널로 64,37.586357799999995,126.9009486,191251.4317404484,554093.402642762
283,서울특별시 은평구 은평터널로 65,37.5867485,126.8998503,191154.47222640435,554136.8687898332
284,서울특별시 은평구 은평터널로 66,37.5865032,126.9013767,191289.2599922047,554109.5006158798
