관리번호,급경사지명,시행청명,관리주체구분,시도,시군구,상세주소,도로명상세주소,산주소여부,주지번,부지번
4272000077,홍천-26,홍천군,지자체(시군구),강원도,홍천군,,,Y,3,2
4272000132,홍천-25(홍천103호선),홍천군,지자체(시군구),강원도,홍천군,,,Y,81,1
4272000078,홍천-27,홍천군,지자체(시군구),강원도,홍천군,,,Y,45,0
4272000206,홍천-72,홍천군청,지자체(시군구),강원도,홍천군,,,,1557,4
4811000056,대원동 1-19,창원시,지자체(시군구),경상남도,창원시 성산구,,,N,1,19
4811000059,삼동동 산 15-14,창원시,지자체(시군구),경상남도,창원시 성산구,,,Y,15,14
4679000025,백아면방리,화순군,지자체(시군구),전라남도,화순군,,,Y,158,
4679000026,백아면방리,화순군,지자체(시군구),전라남도,화순군,,,Y,155,
4679000027,백아면임곡,화순군,지자체(시군구),전라남도,화순군,,,Y,44,3
4679000028,백아면와천,화순군,지자체(시군구),전라남도,화순군,,,Y,60,2
4679000029,백아면와천,화순군,지자체(시군구),전라남도,화순군,,,Y,114,12
4679000030,백아면수리,화순군,지자체(시군구),전라남도,화순군,,,Y,116,1
4679000031,백아면원리,화순군,지자체(시군구),전라남도,화순군,,,Y,19,
4679000032,백아면남치,화순군,지자체(시군구),전라남도,화순군,,,Y,2,
4679000082,백아면원리,화순군,지자체(시군구),전라남도,화순군,,,,77,1
4679000084,백아면맹리,화순군,지자체(시군구),전라남도,화순군,,,Y,6,4
4679000115,사평면 복교지구,화순군,지자체(시군구),전라남도,화순군,,,Y,20,5
4679000114,사평면 남계지구,화순군,지자체(시군구),전라남도,화순군,,,Y,96,1
4679000116,사평면 유마지구,화순군,지자체(시군구),전라남도,화순군,,,Y,20,1
4275000070,녹전지구,영월군,지자체(시군구),강원도,영월군,,,Y,57,5
4275000111,직동지구,영월군,지자체(시군구),강원도,영월군,,,Y,1,1
4275000183,직동2지구,영월군,지자체(시군구),강원도,영월군,,,Y,1,37
4275000240,직동6지구,영월군,지자체(시군구),강원도,영월군,,,Y,1,1
3171000340,상천리 산9-4,울산광역시 울주군,지자체(시군구),울산광역시,울주군,,,Y,9,4
3171000020,삼남 신화지구 산68-5,울산광역시 울주군,지자체(시군구),울산광역시,울주군,(군도4호선),,Y,68,5
3171000395,교동리 산86-25,울산광역시 울주군,지자체(시군구),울산광역시,울주군,,,Y,86,25
3171000417,울주군 삼남면 교동리 1177-1,울산광역시 종합건설본부,지자체(시군구),울산광역시,울주군,,,,1177,1
4372000081,광포지구,보은군,지자체(시군구),충청북도,보은군,,,,466,3
4671000076,외동저수지 관리도로(4671010045),전남지역본부 담양지사,한국농어촌공사,전라남도,담양군,,,Y,64,8
4775000010,암전동,청송군,지자체(시군구),경상북도,청송군,,,Y,25,
4775000126,얼음골,청송군,지자체(시군구),경상북도,청송군,,,Y,23,2
3171000243,문죽지구(남부순환),울산광역시 종합건설본부,지자체(시군구),울산광역시,울주군,,,Y,34,3
3171000242,문죽지구(남부순환),울산광역시 종합건설본부,지자체(시군구),울산광역시,울주군,,,Y,36,11
4146100007,원덕 제방,용인시,지자체(시군구),경기도,용인시 처인구,,,Y,90,
2771000017,옥포기세지구,달성군,지자체(시군구),대구광역시,달성군,,,Y,16,1
2771000070,옥포김흥지구,달성군청,지자체(시군구),대구광역시,달성군,,,N,137,4
2771000020,현풍오산지구,달성군청,지자체(시군구),대구광역시,달성군,,,,668,1
2771000021,현풍오산지구,달성군,지자체(시군구),대구광역시,달성군,,,Y,102,4
2771000022,현풍오산지구,달성군,지자체(시군구),대구광역시,달성군,,,Y,15,1
2771000072,현풍지리지구,달성군청,지자체(시군구),대구광역시,달성군,,,Y,30,1
2771000073,유가음리지구,달성군청,지자체(시군구),대구광역시,달성군,,,Y,35,
2771000074,유가음리지구,달성군청,지자체(시군구),대구광역시,달성군,,,Y,36,1
2771000023,유가용리지구,달성군,지자체(시군구),대구광역시,달성군,,,Y,17,1
2671000092,정관면 달산리 148-15,기장군,지자체(시군구),부산광역시,기장군,(주)이래fr 앞 정관농공단지 도로법면(완충녹지),,,148,15
2671000058,정관면 병산리 산88-1,기장군,지자체(시군구),부산광역시,기장군,,,Y,88,1
3171000091,신불산국립공원,산림공원과,지자체(시군구),울산광역시,울주군,,,Y,181,
4577000176,매우(모정),순창군,지자체(시군구),전라북도,순창군,모정리-매우리로 마을명 변경,,Y,95,
4571000026,구억리 254(하이지구),완주군,지자체(시군구),전라북도,완주군,,,,254,0
4825000052,장유26지구,김해시,지자체(시군구),경상남도,김해시,두부마을 옆,,,937,5
4825000053,장유27지구,김해시,지자체(시군구),경상남도,김해시,다복붙밧이씽크산업 옆 사면,,,596,
4825000055,장유29지구,김해시,지자체(시군구),경상남도,김해시,삼문초등학교 맞은편 사면,,,806,
4825000056,장유30지구,김해시,지자체(시군구),경상남도,김해시,장유 대성교회 뒷사면,,,96,1
4825000063,장유37지구,김해시,지자체(시군구),경상남도,김해시,국도1020호선 대청휴게소 맞은편,,Y,44,
4825000065,장유39지구,김해시,지자체(시군구),경상남도,김해시,계동로 137번길 입구,,,167,
4825000066,장유40지구,김해시,지자체(시군구),경상남도,김해시,짬모텔 길건너 맞은편 사면,,,299,
4825000067,장유41지구,김해시,지자체(시군구),경상남도,김해시,롯데마트 좌측 옹벽사면,,,299,
4825000068,장유42지구,김해시,지자체(시군구),경상남도,김해시,장유문화센터 옆 사면,,,299,
4825000069,장유43지구,김해시,지자체(시군구),경상남도,김해시,하늘사랑 유치원 맞은편 옹벽사면,,,366,
4825000070,장유44지구,김해시,지자체(시군구),경상남도,김해시,석화꽃유지풀무지유치원 우측사면,,,983,14
4825000085,장유59지구,김해시,지자체(시군구),경상남도,김해시,신안초등학교 뒤편 4차로 우측사면,,,477,
4825000088,장유62지구,김해시,지자체(시군구),경상남도,김해시,덕정공원 동쪽 8차로 우측사면,,,478,
4825000090,장유64지구,김해시,지자체(시군구),경상남도,김해시,덕정공원 서쪽방향 부영9차 남측,,,421,1
4825000101,장유75지구,김해시,지자체(시군구),경상남도,김해시,김해 외국어고등학교 입구 우측 사면,,,266,2
4825000029,장유3지구,김해시,지자체(시군구),경상남도,김해시,수자원시설 입구,,,636,3
4825000037,장유11지구,김해시,지자체(시군구),경상남도,김해시,능동공원 입구 부근,,,928,
4825000044,장유18지구,김해시,지자체(시군구),경상남도,김해시,능동공원 맞은편 축구장 내,,,916,
4825000047,장유21지구,김해시,지자체(시군구),경상남도,김해시,족구장 서측 사면,,,916,
4825000048,장유22지구,김해시,지자체(시군구),경상남도,김해시,능동공원앞 축구장 입구,,,916,
3171000416,청량 율리 1482,울산광역시 울주군,지자체(시군구),울산광역시,울주군,,,,1482,
3171000415,청량 율리 1485,울산광역시 울주군,지자체(시군구),울산광역시,울주군,,,,1485,
3171000358,청량읍 삼정리 601-7,울산광역시 울주군,지자체(시군구),울산광역시,울주군,,,,601,7
3171000357,청량 문죽지구(문죽리 산22-1),울산광역시 울주군,지자체(시군구),울산광역시,울주군,,,Y,22,1
3171000271,"개곡리 산65, 산103",울산광역시 종합건설본부,지자체(시군구),울산광역시,울주군,,,Y,65,
3171000272,개곡리 산62,울산광역시 종합건설본부,지자체(시군구),울산광역시,울주군,,,Y,62,
3171000390,부산울산39,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,3,1
3171000389,부산울산38,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,3,6
3171000294,동해선 124,국가철도공단 영남본부,시도,울산광역시,울주군,,덕하로,,546,5
3171000292,동해선 122,국가철도공단 영남본부,시도,울산광역시,울주군,,,,823,4
3171000293,동해선 123,국가철도공단 영남본부,시도,울산광역시,울주군,,,,823,4
3171000391,부산울산40,국가철도공단,국가철도공단,울산광역시,울주군,,,,533,20
3171000069,동해선 108,국가철도공단,국가철도공단,울산광역시,울주군,,,,181,1
3171000070,동해선 110,국가철도공단,국가철도공단,울산광역시,울주군,,,,849,1
3171000071,동해선 115,국가철도공단,국가철도공단,울산광역시,울주군,,,,849,1
3171000326,울산신항 1,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,16,1
3171000327,울산신항 2,국가철도공단,국가철도공단,울산광역시,울주군,,,,848,
3171000387,부산울산36,국가철도공단,국가철도공단,울산광역시,울주군,,,,379,9
3171000072,동해선 117,국가철도공단,국가철도공단,울산광역시,울주군,,,,712,9
3171000073,동해선 116,국가철도공단,국가철도공단,울산광역시,울주군,,,,712,9
3171000074,동해선 120,국가철도공단,국가철도공단,울산광역시,울주군,,,,719,2
3171000075,동해선 121,국가철도공단,국가철도공단,울산광역시,울주군,,,,587,1
3171000172,동해선 118,한국철도시설공단,국가철도공단,울산광역시,울주군,,,Y,61,1
3171000173,동해선 119,한국철도시설공단,국가철도공단,울산광역시,울주군,,,Y,61,1
3171000328,울산신항 3,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,51,21
3171000329,울산신항 4,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,51,21
3171000330,울산신항 5,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,50,2
3171000388,부산울산37,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,34,19
3171000331,울산신항 6,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,50,2
3171000332,울산신항 7,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,5,6
3171000334,울산신항 9,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,22,3
3171000335,울산신항 10,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,36,5
3171000336,울산신항 11,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,41,7
3171000333,울산신항 8,국가철도공단,국가철도공단,울산광역시,울주군,,,Y,5,6
2771000097,옥연저수지 여방수로(2771010062),경북지역본부 달성지사,한국농어촌공사,대구광역시,달성군,,,,373,1
2817000007,임야 자연비탈,인천광역시 미추홀구청,지방산림청,인천광역시,미추홀구,,,,660,241
2817700003,수도권 경인선3,한국철도시설공단,국가철도공단,인천광역시,미추홀구,,,,644,
2817000010,국유지 자연비탈,인천광역시 미추홀구청,지방산림청,인천광역시,미추홀구,,,Y,95,3
2817000011,임야 인공비탈,인천광역시 미추홀구청,지방산림청,인천광역시,미추홀구,,,N,191,34
2817000012,토지인공비탈,인천광역시 미추홀구청,지방산림청,인천광역시,미추홀구,,,N,191,34
2817000013,해암정사 자연비탈,인천광역시 미추홀구청,지방산림청,인천광역시,미추홀구,,,Y,95,3
2817000019,자연비탈면,인천광역시 미추홀구청,지방산림청,인천광역시,미추홀구,,,,9,38
4119000003,원미동 16-6(산13-1),부천시,지자체(시군구),경기도,부천시,,,,16,6
4119000004,춘의동 300,부천시,지자체(시군구),경기도,부천시,,,,300,
4119000001,춘의동 48-15 좌,부천시,지자체(시군구),경기도,부천시,,,,48,15
4119000002,춘의동 48-15 우,부천시,지자체(시군구),경기도,부천시,,,,48,15
4119000005,소사본동 91-146,부천시,지자체(시군구),경기도,부천시,,,,91,146
4119000017,작동 122-3(좌),부천시,지자체(시군구),경기도,부천시,,,N,122,3
4119000009,작동 산60-8,부천시,지자체(시군구),경기도,부천시,,,,60,8
4119000012,작동 122-3(우),부천시,지자체(시군구),경기도,부천시,,,,122,3
4182000020,신하2,가평군청,지자체(시군구),경기도,가평군,,,Y,36,1
4182000022,신하1,가평군청,지자체(시군구),경기도,가평군,,,Y,55,4
4182000023,마일1,가평군청,지자체(시군구),경기도,가평군,,,Y,209,1
4182000019,대보2,가평군청,지자체(시군구),경기도,가평군,,,Y,11,
4182000021,대보1,가평군청,지자체(시군구),경기도,가평군,,,Y,292,39
4182000018,하판1,경기도건설본부,시도,경기도,가평군,,,Y,86,4
4790000019,도촌 1지구,예천군,지자체(시군구),경상북도,예천군,,,Y,15,
4790000020,명봉 1지구,예천군,지자체(시군구),경상북도,예천군,,,N,476,
4790000021,명봉 2지구,예천군,지자체(시군구),경상북도,예천군,,,N,381,
4790000014,용두 1지구,예천군,지자체(시군구),경상북도,예천군,,,Y,45,1
4790000015,용두 2지구,예천군,지자체(시군구),경상북도,예천군,,,Y,43,
4790000016,용두 3지구,예천군,지자체(시군구),경상북도,예천군,,,Y,1,7
4790000102,두성지구,예천군,지자체(시군구),경상북도,예천군,,,,202,
4790000018,두성 1지구,예천군,지자체(시군구),경상북도,예천군,,,Y,57,
4790000024,초항 1지구,예천군,지자체(시군구),경상북도,예천군,,,N,237,
4790000025,초항 2지구,예천군,지자체(시군구),경상북도,예천군,,,Y,22,
4790000023,고항 1지구,예천군,지자체(시군구),경상북도,예천군,,,N,655,
4790000030,고항 6지구,예천군,지자체(시군구),경상북도,예천군,,,N,508,1
4790000043,보곡지구,예천군청,지자체(시군구),경상북도,예천군,,,N,26,2
4790000002,우곡1지구,예천군,지자체(시군구),경상북도,예천군,,,N,53,7
4790000010,우곡2지구,예천군,지자체(시군구),경상북도,예천군,,,N,46,1
4790000011,송월1지구,예천군,지자체(시군구),경상북도,예천군,,,N,66,4
4275000074,무릉1지구,영월군,지자체(시군구),강원도,영월군,,,Y,99,2
4275000076,무릉2지구,영월군,지자체(시군구),강원도,영월군,,,Y,100,1
4275000077,법흥1지구,영월군,지자체(시군구),강원도,영월군,,,,727,4
4275000078,법흥2지구,영월군,지자체(시군구),강원도,영월군,,,Y,56,4
4275000141,법흥3지구,영월군,지자체(시군구),강원도,영월군,,,Y,118,
4275000061,도원1지구,영월군,지자체(시군구),강원도,영월군,,,Y,384,
4275000062,도원2지구,영월군,지자체(시군구),강원도,영월군,,,Y,1,
4275000075,도원3지구,영월군,지자체(시군구),강원도,영월군,,,Y,267,1
4275000126,도원4지구,영월군,지자체(시군구),강원도,영월군,,,Y,1,11
4275000127,도원5지구,영월군,지자체(시군구),강원도,영월군,,,Y,247,1
4275000279,도원7지구,영월군,지자체(시군구),강원도,영월군,,,Y,253,
4275000278,도원9지구,영월군,지자체(시군구),강원도,영월군,,,Y,1,10
4275000281,도원8지구,영월군,지자체(시군구),강원도,영월군,,,Y,278,1
4275000282,도원10지구,영월군,지자체(시군구),강원도,영월군,,,Y,380,
4275000037,두산지구,강원도도로관리사업소 도로보수과,시도,강원도,영월군,지방도411호,,Y,28,
4691000017,안좌 구대,신안군,지자체(시군구),전라남도,신안군,,,,261,
4691000034,안좌 한운1,신안군,지자체(시군구),전라남도,신안군,,,Y,1,7
4691000035,안좌 한운2,신안군,지자체(시군구),전라남도,신안군,,,Y,180,
4691000018,팔금 원산,신안군,지자체(시군구),전라남도,신안군,,,Y,28,
4711100011,삼정(삼정리)저수지 여방수로(4711010003),경북지역본부 포항울릉지사,한국농어촌공사,경상북도,포항시 남구,,,Y,125,
4711100009,병포지구,포항시 남구청 산업과,지자체(시군구),경상북도,포항시 남구,,,,155,10
4711100010,동해선 139,한국철도시설공단,국가철도공단,경상북도,포항시 남구,,,,469,14
4711100012,오어저수지 여방수로(4711010022),경북지역본부 포항울릉지사,한국농어촌공사,경상북도,포항시 남구,,,Y,83,1
4711100001,발산지구,경상북도 포항시,지자체(시군구),경상북도,포항시 남구,,,Y,51,1
4711100002,마현지구,경상북도 포항시,지자체(시군구),경상북도,포항시 남구,,,Y,84,1
4711100015,방산저수지 관리도로(4711110001),경북지역본부 포항울릉지사,한국농어촌공사,경상북도,포항시 남구,,,Y,433,3
4711100005,서촌1지구,경상북도 포항시,지자체(시군구),경상북도,포항시 남구,,,,280,
4711100006,서촌2지구,경상북도 포항시,지자체(시군구),경상북도,포항시 남구,,,Y,12,2
4711100003,대곡1지구,경상북도 포항시,지자체(시군구),경상북도,포항시 남구,,,,195,8
4711100007,대곡2지구,경상북도 포항시,지자체(시군구),경상북도,포항시 남구,,,Y,78,2
4711100008,정천지구,경상북도 포항시,지자체(시군구),경상북도,포항시 남구,,,Y,33,
4711100014,대보저수지 관리도로(4711010069),경북지역본부 포항울릉지사,한국농어촌공사,경상북도,포항시 남구,,,Y,39,2
4711100004,대동배 지구,경상북도 포항남부건설사업소,지자체(시군구),경상북도,포항시 남구,,,Y,112,6
2771000024,구지도동지구,달성군,지자체(시군구),대구광역시,달성군,,,Y,1,1
2771000075,구지도동지구,달성군청,지자체(시군구),대구광역시,달성군,,,Y,1,4
2811000041,홍예문축대,중구청,지자체(시군구),인천광역시,중구,,,,20,
2811000038,답동 1,중구청,지자체(시군구),인천광역시,중구,,,,9,1
2811000009,도원동 1,인천시교육청,지자체(시군구),인천광역시,중구,광성중고등학교,,,12,73
2811000010,도원동 2,인천시교육청,지자체(시군구),인천광역시,중구,광성중고등학교,,,12,73
2811000011,도원동 3,인천시교육청,지자체(시군구),인천광역시,중구,광성중고등학교,,,12,73
2811000012,도원동 4,인천시교육청,지자체(시군구),인천광역시,중구,광성중고등학교,,,12,73
2811000013,도원동 5,중구청,지자체(시군구),인천광역시,중구,,,,12,117
2811000014,도원동 6,중구청,지자체(시군구),인천광역시,중구,,,,12,155
2811000006,전동 1,인천시교육청,지자체(시군구),인천광역시,중구,,,,26,
2811000007,전동 2,인천시교육청,지자체(시군구),인천광역시,중구,,,,26,
2811000008,전동 3,중구청,지자체(시군구),인천광역시,중구,,,,34,70
2811000017,북성동 3,중구청,지자체(시군구),인천광역시,중구,,,,11,
2811000019,송월동 1,인천시교육청,지자체(시군구),인천광역시,중구,송월초등학교,,,12,4
2811000021,송월동 3,중구청,지자체(시군구),인천광역시,중구,번지선,,,17,0
2811000022,송월동 4,인천시교육청(남부교육청),지자체(시군구),인천광역시,중구,,,,3,140
2811000023,송월동 5,중구,지자체(시군구),인천광역시,중구,,,,15,7
2811000026,중산동 2,인천경제자유구역청,지자체(시군구),인천광역시,중구,일원,,Y,229,0
2811000027,운남동 1,인천경제자유구역청,지자체(시군구),인천광역시,중구,,,Y,630,26
2811000028,운남동 2,인천경제자유구역청,지자체(시군구),인천광역시,중구,,,Y,585,7
2811000029,운남동 3,인천경제자유구역청,지자체(시군구),인천광역시,중구,,,Y,616,8
2811000030,운북동 2,인천경제자유구역청,지자체(시군구),인천광역시,중구,,,Y,453,53
2811000031,운북동 3,인천경제자유구역청,지자체(시군구),인천광역시,중구,,,Y,128,43
2811000032,운북동 4,인천경제자유구역청,지자체(시군구),인천광역시,중구,,,Y,128,45
2811000034,남북동 1,기반시설과,지자체(시군구),인천광역시,중구,,,,981,1
2814000001,만석-1,동구청,지자체(시군구),인천광역시,동구,,,,9,584
2814000003,화수-1,동구청,지자체(시군구),인천광역시,동구,,,,278,28
2814000004,화수-2,동구청,지자체(시군구),인천광역시,동구,,,,144,
2814000010,송현-4,동구청,지자체(시군구),인천광역시,동구,,,,1,173
2814000005,화평-1,동구청,지자체(시군구),인천광역시,동구,,,,3,66
2814000006,수도권 경인선5,한국철도시설공단,국가철도공단,인천광역시,동구,(동인천역~인천역간 하),,,507,
2814000029,수도권 경인선4,한국철도시설공단,국가철도공단,인천광역시,동구,(제물포역~도원역간 하),인천광역시 동구 참외전로 245,,179,1
2814000017,송림-2,동구청,지자체(시군구),인천광역시,동구,,,,191,2
2814000023,송림-8,동구청,지자체(시군구),인천광역시,동구,,,,8,281
2814000026,송림-9,인천광역시 남부교육청,지자체(시군구),인천광역시,동구,,,,235,1
2818500009,햇볕1가 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,,254,3
2818500013,송도고 급경사지,인천광역시 동부교육지원청,지자체(시군구),인천광역시,연수구,송도고등학교,,Y,18,1
2818500003,점말2로 급경사지,연수구청,지자체(시군구),인천광역시,연수구,,,,118,43
2818500008,점말길 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,,119,5
2818500025,대창빌라 급경사지,연수구,지자체(시군구),인천광역시,연수구,516-15,,,,
2818500024,삼성아트빌 급경사지,연수구,지자체(시군구),인천광역시,연수구,옥련동 405-22,,,405,22
2818500018,고섭재길 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,Y,52,5
2818500019,학나래길 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,Y,52,6
2818500028,아름빌라 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,N,391,1
2818500020,배수지공원 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,,580,
2818500006,함박순환로 급경사지1,연수구,지자체(시군구),인천광역시,연수구,,,,471,5
2818500007,함박순환로 급경사지2,연수구,지자체(시군구),인천광역시,연수구,,,,471,7
2818500001,방울턱길 급경사지,여성아동과,지자체(시군구),인천광역시,연수구,,,,538,11
2818500002,청릉로 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,,456,
2818500029,인천반석 급경사지,서울국유림관리소,지방산림청,인천광역시,연수구,인천시 청학동 산 16-2,,Y,16,2
2818500010,태종로 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,,59,9
2818500022,앵고개길 급경사지,연수구,지자체(시군구),인천광역시,연수구,,,,783,
2818500030,동춘동 산14-7 급경사지,연수구청,지자체(시군구),인천광역시,연수구,,,Y,14,7
2820000008,상인천초교 옹벽,동부교육지원청,지자체(시군구),인천광역시,남동구,,,,304,
2820000013,석경사(상천불사) 절개지,남동구청,지방산림청,인천광역시,남동구,,,Y,2,2
2820000020,냉정지구 도로 급경사지,남동구청,지자체(시군구),인천광역시,남동구,,,,247,3
2820000019,오삼농원 도로 급경사지,남동구청,지자체(시군구),인천광역시,남동구,,,,245,0
2820000018,도림지구 도로 절개지,남동구청,지자체(시군구),인천광역시,남동구,,,Y,37,3
2820000015,국정원앞 급경사지,남동구청,지자체(시군구),인천광역시,남동구,,,Y,599,7
2820000017,비류대로 도로 절개지,남동구청,지자체(시군구),인천광역시,남동구,,,Y,37,1
2820000023,삼표레미콘 옹벽,남동구청,지자체(시군구),인천광역시,남동구,,,,731,5
2820000021,사리울삼거리 옹벽,남동구청,지자체(시군구),인천광역시,남동구,,,,513,6
2820000022,오봉배수지 도로 절개지,남동구청,지자체(시군구),인천광역시,남동구,,,Y,320,2
2820000031,수인선1,국가철도공단,국가철도공단,인천광역시,남동구,,,,470,10
2820000032,수인선2,국가철도공단,국가철도공단,인천광역시,남동구,,,,470,
2823700005,수도권 경인선1,한국철도시설공단,국가철도공단,인천광역시,부평구,,,,541,1
2823700006,수도권 경인선2,한국철도시설공단,국가철도공단,인천광역시,부평구,,,,541,1
2823700010,청하아파트 옹벽,인천광역시,지자체(시군구),인천광역시,부평구,인천광역시 부평구 산곡동 산 47-22번지 청하아파트 옹벽,화랑로47번길 60-5,Y,47,22
2823700011,재원아파트 축대,인천광역시,지자체(시군구),인천광역시,부평구,인천광역시 부평구 산곡동 180-329 재원아파트 축대,원적로276,,180,329
2824500004,경인교대부설초교,경인교대부설초,지방산림청,인천광역시,계양구,,,Y,19,1
2824500001,고양골체육관 절개지,계양구청,지자체(시군구),인천광역시,계양구,계산동 774일원,계산동 774일원,N,774,0
2824500010,봉오대로 옹벽,계양구청,지자체(시군구),인천광역시,계양구,작전동 767-62,작전동 767-62,N,767,62
2824500014,임학공원 사면,인천광역시 계양구,지자체(시군구),인천광역시,계양구,,,,135,
2824500015,양지말어린이공원 절개지,계양구청,지자체(시군구),인천광역시,계양구,,,,,
2824500002,경인아라뱃길,한국수자원공사,지자체(시군구),인천광역시,계양구,,,Y,26,5
2826000010,원적산터널입구,인천광역시,시도,인천광역시,서구,원적산터널입구(길주로),,Y,48,63
2826000005,원당자이아파트정문,도시기반과,지자체(시군구),인천광역시,서구,,,,810,10
2871000014,관청리 산20-1,강화교육지원청,지자체(시군구),인천광역시,강화군,견자산,,Y,20,0
2871000039,국화리 산 230,강화군,지자체(시군구),인천광역시,강화군,군도8호선,,Y,230,0
2871000012,용정리 산 78-2,강화군,지자체(시군구),인천광역시,강화군,광역시도64호선,,Y,78,2
2871000036,용정리 산 81-1,강화군,지자체(시군구),인천광역시,강화군,광역시도64호선,,Y,81,1
2871000016,옥림리 산29-1,강화군,지자체(시군구),인천광역시,강화군,군도6호선,,Y,29,1
2871000013,월곳리 산 17-1,강화군,지자체(시군구),인천광역시,강화군,광역시도64호선,,Y,17,0
2871000058,냉장골 토사채취 복구지,인천광역시 강화군청,지자체(시군구),인천광역시,강화군,,,Y,133,
2871000034,내리 산 258-1,강화군,지자체(시군구),인천광역시,강화군,광역시도64호선,,Y,258,1
2871000049,하일리 481-3,강화군,지자체(시군구),인천광역시,강화군,광역시도64호선,,,481,3
2871000055,인천광역시 강화군 하점면 부근리 396-1번지 주택뒤,강화군,지자체(시군구),인천광역시,강화군,주택뒤,,,396,1
2871000035,철산리 산104-4,강화군,지자체(시군구),인천광역시,강화군,군도9호선,,Y,104,4
2871000053,주문도리 886-23,강화군,지자체(시군구),인천광역시,강화군,군도19호선,,,886,23
2871000004,아차도리 산12,강화군,지자체(시군구),인천광역시,강화군,군도19호선,,Y,12,0
2871000052,볼음도리 산 50-2,강화군,지자체(시군구),인천광역시,강화군,군도19호선,,Y,50,2
2872000007,대청지구3,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,295,27
2872000043,덕적지구5,옹진군청,지자체(시군구),인천광역시,옹진군,,,Y,81,0
2872000013,덕적지구3,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,325,2
2872000042,덕적지구4,옹진군청,지자체(시군구),인천광역시,옹진군,,,,569,2
2872000012,덕적지구2,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,100,
2872000011,덕적지구1,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,7,
2872000018,영흥지구1,옹진군,지자체(시군구),인천광역시,옹진군,,,,909,15
2872000019,영흥지구2,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,76,9
2872000034,영흥지구17,옹진군,지자체(시군구),인천광역시,옹진군,,,,381,
2872000035,영흥지구18,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,76,5
2872000036,영흥지구19,옹진군,지자체(시군구),인천광역시,옹진군,,,,741,41
2872000037,영흥지구20,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,120,
2872000020,영흥지구3,옹진군,지자체(시군구),인천광역시,옹진군,,,,370,5
2872000021,영흥지구4,옹진군,지자체(시군구),인천광역시,옹진군,,,,253,4
2872000022,영흥지구5,옹진군,지자체(시군구),인천광역시,옹진군,,,,9,1
2872000023,영흥지구6,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,299,17
2872000024,영흥지구7,옹진군,지자체(시군구),인천광역시,옹진군,,,,170,80
2872000026,영흥지구9,옹진군,지자체(시군구),인천광역시,옹진군,,,,709,6
2872000027,영흥지구10,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,14,18
2872000028,영흥지구11,옹진군,지자체(시군구),인천광역시,옹진군,,,,679,8
2872000029,영흥지구12,옹진군,지자체(시군구),인천광역시,옹진군,,,,685,5
2872000030,영흥지구13,옹진군,지자체(시군구),인천광역시,옹진군,,,,502,8
2872000031,영흥지구14,옹진군,지자체(시군구),인천광역시,옹진군,32,,,1329,
2872000032,영흥지구15,옹진군,지자체(시군구),인천광역시,옹진군,,,,1327,26
2872000033,영흥지구16,옹진군,지자체(시군구),인천광역시,옹진군,,,,1330,7
2872000025,영흥지구8,옹진군,지자체(시군구),인천광역시,옹진군,,,,174,
2872000038,영흥지구21,옹진군,지자체(시군구),인천광역시,옹진군,,,,213,5
2872000039,영흥지구22,옹진군,지자체(시군구),인천광역시,옹진군,,,,213,1
2872000016,자월지구1,옹진군,지자체(시군구),인천광역시,옹진군,,,,306,9
2872000001,연평지구1,옹진군,지자체(시군구),인천광역시,옹진군,,,Y,17,2
2872000040,연평지구2,옹진군청,지자체(시군구),인천광역시,옹진군,,,Y,10,115
2872000041,연평지구3,옹진군청,지자체(시군구),인천광역시,옹진군,,,Y,3,52
2872000044,연평지구4,옹진군청,지자체(시군구),인천광역시,옹진군,,,,602,8
2872000045,연평지구5,옹진군청,지자체(시군구),인천광역시,옹진군,,,,485,4
2872000046,연평지구6,옹진군청,지자체(시군구),인천광역시,옹진군,,,,485,1
