,afos_fid,afos_id,bjd_cd,spot_cd,sido_sgg_nm,spot_nm,occrrnc_cnt,caslt_cnt,dth_dnv_cnt,se_dnv_cnt,sl_dnv_cnt,wnd_dnv_cnt,geom_json,lo_crd,la_crd
0,6477255,2018091,1138010800,11380001,서울특별시 은평구1,서울특별시 은평구 역촌동(역촌사거리 부근),3,5,0,2,3,0,"{""type"":""Polygon"",""coordinates"":[[[126.92190425,37.60806035],[126.92186972,37.60778268],[126.92176749,37.60751568],[126.92160146,37.60726961],[126.92137803,37.60705392],[126.92110577,37.60687692],[126.92079516,37.60674539],[126.92045812,37.60666439],[126.92010762,37.60663704],[126.91975711,37.60666439],[126.91942008,37.60674539],[126.91910946,37.60687692],[126.91883721,37.60705392],[126.91861377,37.60726961],[126.91844775,37.60751568],[126.91834551,37.60778268],[126.91831099,37.60806035],[126.91834551,37.60833802],[126.91844775,37.60860502],[126.91861377,37.60885109],[126.91883721,37.60906677],[126.91910946,37.60924377],[126.91942008,37.6093753],[126.91975711,37.60945629],[126.92010762,37.60948364],[126.92045812,37.60945629],[126.92079516,37.6093753],[126.92110577,37.60924377],[126.92137803,37.60906677],[126.92160146,37.60885109],[126.92176749,37.60860502],[126.92186972,37.60833802],[126.92190425,37.60806035]]]}",126.920107616175,37.608060353304
