"공간정보관리번호","X 좌표 최소값","Y 좌표 최소값","X 좌표 최대값","Y 좌표 최대값","제설함번호","관리기관명","위치상세정보","비고"
"3061","199593.8","541598.6","199593.8","541598.6","서초1-058","서초구","SK LPG주유소 맞은편 주변","남부순환로"
"3062","200021.3","541693.7","200021.3","541693.7","서초1-059","서초구","서초어린이집","남부순환로"
"3063","199794.6","541343.9","199794.6","541343.9","서초1-060","서초구","교육과학연수원","남부순환로"
"3064","199233.6","541354.6","199233.6","541354.6","서초1-061","서초구","한국외교협회","남부순환로"
"3065","198806.4","541845.9","198806.4","541845.9","서초1-062","서초구","오사당병원","남부순환로"
"3066","198493.7","541883.7","198493.7","541883.7","서초1-063","서초구","사당고가차도 밑 유턴","남부순환로"
"3067","201398.7","542813.6","201398.7","542813.6","서초1-064","서초구","남부터미널역5번출구 앞","서초중앙로"
"3068","201335.2","543840.2","201335.2","543840.2","서초1-065","서초구","2호선교대역사거리안전지대","서초중앙로"
"3069","201184.1","544117.4","201184.1","544117.4","서초1-066","서초구","법원동문 건너편","서초중앙로"
"3070","201054.2","544578.4","201054.2","544578.4","서초1-067","서초구","한국씨티은행 앞","서초중앙로"
"3071","200998.5","545407.5","200998.5","545407.5","서초1-068","서초구","반포역버스중앙차로 정류장","신반포로"
"3072","201089.6","545438.1","201089.6","545438.1","서초1-069","서초구","반포역버스중앙차로 정류장","신반포로"
"3073","200333.4","545152.1","200333.4","545152.1","서초1-070","서초구","신세계백화점버스중앙차로 정류장","신반포로"
"3074","200398.9","545179.9","200398.9","545179.9","서초1-071","서초구","신세계백화점버스중앙차로 정류장","신반포로"
"3075","199605.1","544876.3","199605.1","544876.3","서초1-072","서초구","신반포역버스중앙차로 정류장","신반포로"
"3076","199673.9","544892.2","199673.9","544892.2","서초1-073","서초구","신반포역버스중앙차로 정류장","신반포로"
