기준일ID,시간대구분,행정동코드,총생활인구수
20210102,23,11380530,26352.2667
20210102,23,11380551,23866.1548
20210102,23,11380552,29867.7942
20210102,23,11380560,29712.3764
20210102,23,11380570,36696.17
20210102,23,11380580,30355.2497
20210102,23,11380590,20860.0079
20210102,23,11380600,26237.2692
20210102,23,11380625,49944.3716
20210102,23,11380631,27179.4571
20210102,23,11380632,18261.0937
20210102,23,11380640,13078.0239
20210102,23,11380650,11900.6152
20210102,23,11380690,66378.8268
20210103,0,11380510,39363.8333
20210103,0,11380520,38652.1169
20210103,0,11380530,25738.5472
20210103,0,11380551,24968.6359
20210103,0,11380552,28832.7753
20210103,0,11380560,29943.4595
20210103,0,11380570,34557.4621
20210103,0,11380580,29713.9942
20210103,0,11380590,20934.0727
20210103,0,11380600,25860.0662
20210103,0,11380625,50381.854
20210103,0,11380631,27894.9836
20210103,0,11380632,18464.5089
20210103,0,11380640,13347.9547
20210103,0,11380650,11923.6964
20210103,0,11380690,66747.5843
20210103,1,11380510,39487.272
20210103,1,11380520,38395.1112
20210103,1,11380530,25580.8414
20210103,1,11380551,24912.4654
20210103,1,11380552,28870.082
20210103,1,11380560,30188.4705
20210103,1,11380570,34752.9759
20210103,1,11380580,30353.5593
20210103,1,11380590,21105.0569
20210103,1,11380600,25826.3939
20210103,1,11380625,50334.0114
20210103,1,11380631,27444.7926
20210103,1,11380632,18404.3832
20210103,1,11380640,13331.7891
20210103,1,11380650,12025.8802
20210103,1,11380690,66670.0218
20210103,2,11380510,39401.7062
20210103,2,11380520,38439.9922
20210103,2,11380530,25682.1939
20210103,2,11380551,24951.3684
20210103,2,11380552,28880.332
20210103,2,11380560,30213.0637
20210103,2,11380570,34605.8796
20210103,2,11380580,30389.9781
20210103,2,11380590,21024.8797
20210103,2,11380600,26001.8744
20210103,2,11380625,50403.1068
20210103,2,11380631,27348.5766
20210103,2,11380632,18417.9888
20210103,2,11380640,13368.7832
20210103,2,11380650,12174.5271
20210103,2,11380690,66505.0747
20210103,3,11380510,39532.097
20210103,3,11380520,37785.9109
20210103,3,11380530,25772.1156
20210103,3,11380551,24676.1254
20210103,3,11380552,29150.724
20210103,3,11380560,30231.6669
20210103,3,11380570,35262.4863
20210103,3,11380580,30357.0131
20210103,3,11380590,21072.0994
20210103,3,11380600,25972.7222
20210103,3,11380625,50341.6159
20210103,3,11380631,27234.4485
20210103,3,11380632,18515.819
20210103,3,11380640,13293.0367
20210103,3,11380650,12242.7696
20210103,3,11380690,66683.3157
20210103,4,11380510,39420.6221
20210103,4,11380520,36642.3693
20210103,4,11380530,25657.3481
20210103,4,11380551,24752.2536
20210103,4,11380552,29224.6309
20210103,4,11380560,30232.6233
20210103,4,11380570,36277.2866
20210103,4,11380580,30524.3283
20210103,4,11380590,20878.2871
20210103,4,11380600,26061.2576
20210103,4,11380625,50363.3442
20210103,4,11380631,27317.1557
20210103,4,11380632,18450.5267
20210103,4,11380640,13384.0391
20210103,4,11380650,12335.6021
20210103,4,11380690,66628.6818
20210103,5,11380510,39117.0498
20210103,5,11380520,37173.7992
20210103,5,11380530,25521.1232
20210103,5,11380551,24925.9874
20210103,5,11380552,28880.5042
20210103,5,11380560,30072.726
20210103,5,11380570,35834.9333
20210103,5,11380580,30404.4142
20210103,5,11380590,20797.3299
20210103,5,11380600,25963.5845
20210103,5,11380625,50016.4487
20210103,5,11380631,27422.901
20210103,5,11380632,18356.2815
20210103,5,11380640,13337.2925
20210103,5,11380650,12317.1405
20210103,5,11380690,66866.8391
20210103,6,11380510,39130.1209
20210103,6,11380520,37451.2336
20210103,6,11380530,25294.5384
20210103,6,11380551,25071.9399
20210103,6,11380552,28613.4759
20210103,6,11380560,29761.667
