,num,x_min,y_min,x_max,y_max,제설함번호,lon,lat
211,212,201613.8,553230.7,201613.8,553230.7,숭인1동-007,127.01826957645231,37.57862505052168
212,213,201411.5,553581.5,201411.5,553581.5,숭인1동-008,127.01598004550887,37.58178606907674
213,214,201535.7,553282.6,201535.7,553282.6,숭인1동-009,127.01738552737811,37.579092799944206
214,215,201498.7,553289.3,201498.7,553289.3,숭인1동-010,127.01696666728121,37.579153227488135
215,216,201441.9,553247.3,201441.9,553247.3,숭인1동-011,127.01632355626676,37.57877490067363
216,217,201462.0,553111.7,201462.0,553111.7,숭인1동-012,127.01655083522894,37.57755312094589
217,218,201476.2,553067.6,201476.2,553067.6,숭인1동-013,127.01671150008885,37.577155759831705
218,219,201485.8,553019.7,201485.8,553019.7,숭인1동-014,127.01682008096485,37.57672416811845
219,220,201490.2,552886.6,201490.2,552886.6,숭인1동-015,127.01686962086897,37.57552493740772
220,221,201513.8,552831.6,201513.8,552831.6,숭인1동-016,127.01713666811933,37.57502935191374
221,222,201408.5,552846.6,201408.5,552846.6,숭인1동-017,127.01594466952953,37.575164668124124
222,223,201500.6,552780.7,201500.6,552780.7,숭인1동-018,127.01698713600928,37.574570767236416
223,224,201550.9,552759.2,201550.9,552759.2,숭인1동-019,127.01755649803947,37.57437697006922
224,225,201637.8,552797.9,201637.8,552797.9,숭인1동-020,127.01854030981106,37.57472550461191
225,226,201545.1,552726.3,201545.1,552726.3,숭인1동-021,127.01749077155365,37.57408055254931
226,227,201632.8,552827.9,201632.8,552827.9,숭인1동-022,127.01848377535885,37.57499581187614
227,228,201663.3,552916.3,201663.3,552916.3,숭인1동-023,127.01882924484079,37.57579223648865
228,229,201640.3,553054.4,201640.3,553054.4,숭인1동-024,127.01856918430585,37.57703655098336
229,230,201429.6,553056.2,201429.6,553056.2,숭인1동-025,127.01618393695951,37.57705311998405
230,231,201492.8,552816.4,201492.8,552816.4,숭인1동-026,127.01689891090952,37.57489243500108
231,232,199272.5,554529.5,199272.5,554529.5,혜화동-001,126.99176279724266,37.59032827657
232,233,199299.1,554488.3,199299.1,554488.3,혜화동-002,126.99206401822626,37.589957088364955
